,Sticky_Price_CPI,Sticky_Price_CPI_less_Shelter,Sticky_Price_CPI_less_food_energy,Sticky_Price_CPI_less_food_energy_shelter,Trimmed_Mean_PCE_Inflation_Rate,16_Percent_Trimmed_Mean_CPI,Median_CPI,Flexible_Price_CPI,Flexible_Price_CPI_less_food_energy,mean
0,6,6,6,6,6,6,7,4,7,6
1,6,6,6,6,6,6,7,5,7,6
2,6,6,6,6,6,7,7,6,7,6
3,6,6,6,6,7,7,7,6,7,6
4,6,6,6,6,7,7,7,5,7,6
5,6,6,6,7,6,6,7,5,7,6
6,6,7,7,7,7,6,7,5,7,7
7,7,7,7,7,7,7,7,5,7,7
8,7,7,7,7,7,7,7,4,7,7
9,7,7,7,7,7,7,7,4,7,7
10,7,7,7,7,7,7,7,4,7,7
11,7,7,7,7,7,7,7,4,7,7
12,7,7,7,7,7,6,6,4,6,6
13,6,6,6,6,7,6,6,3,6,6
14,6,6,7,6,7,6,6,3,7,6
15,7,6,7,6,7,6,6,3,7,6
16,6,6,6,6,6,6,6,3,6,6
17,7,6,7,6,6,6,6,3,5,6
18,7,6,7,6,7,6,7,3,5,6
19,7,6,7,6,6,6,6,2,4,6
20,7,6,7,6,6,6,6,2,4,6
21,6,6,6,6,6,6,6,2,4,5
22,7,6,7,6,6,6,6,2,4,6
23,7,6,7,6,6,6,6,2,4,6
24,7,6,7,6,6,6,6,3,4,6
25,7,7,7,7,7,6,6,3,4,6
26,7,6,7,7,6,6,6,1,2,5
27,7,6,7,6,6,6,6,0,1,5
28,7,6,7,6,6,6,6,0,0,5
29,7,6,7,6,6,5,6,0,1,5
30,7,6,7,6,6,5,6,0,1,5
31,7,7,7,7,6,6,6,0,2,5
32,7,6,7,6,6,6,6,0,3,5
33,7,6,7,6,6,6,6,0,3,5
34,7,6,7,6,6,6,6,0,3,5
35,6,6,6,6,6,5,6,0,3,5
36,6,6,6,6,6,5,6,0,3,5
37,6,6,6,6,6,6,6,0,4,5
38,6,6,6,6,6,6,6,1,4,5
39,6,6,6,6,6,6,6,2,5,5
40,6,6,6,6,6,6,6,5,6,6
41,6,6,6,6,6,6,6,5,6,6
42,6,6,6,5,6,6,6,5,7,6
43,6,6,6,6,6,6,6,5,7,6
44,6,6,6,6,7,6,6,6,7,6
45,6,6,6,6,7,6,7,6,7,6
46,6,6,6,6,7,7,7,6,7,6
47,6,6,6,6,7,7,6,6,7,6
48,6,6,6,5,6,6,6,6,7,6
49,6,6,6,5,6,6,6,5,6,6
50,6,6,6,5,6,6,6,4,6,6
51,6,6,6,5,6,6,6,4,6,6
52,6,6,6,6,6,6,6,5,7,6
53,6,6,6,6,6,6,6,4,6,6
54,6,6,6,6,6,6,6,4,6,6
55,6,6,6,6,7,6,6,5,6,6
56,6,6,6,6,7,6,6,4,6,6
57,6,6,6,6,7,6,6,5,6,6
58,6,7,6,7,7,7,6,5,7,6
59,6,7,6,7,7,7,6,5,6,6
60,6,7,7,7,7,7,7,5,7,7
61,6,7,6,7,7,7,7,5,7,7
62,7,7,7,7,7,7,7,6,7,7
63,6,7,6,7,7,7,7,6,7,7
64,6,7,6,7,7,7,7,6,6,7
65,6,7,6,7,7,7,7,7,6,7
66,6,7,6,7,7,7,7,6,6,7
67,7,7,7,7,7,7,7,6,6,7
68,7,7,7,7,7,7,7,6,6,7
69,6,7,6,7,7,7,7,5,5,6
70,7,7,7,7,7,7,7,5,5,7
71,7,7,7,7,7,7,7,5,5,7
72,7,7,7,7,7,7,7,6,5,7
73,7,7,7,7,7,7,7,6,5,7
74,7,7,7,7,7,7,7,6,6,7
75,7,7,7,7,7,7,7,6,6,7
76,7,7,7,7,7,7,7,5,6,7
77,7,7,7,7,7,7,7,4,6,7
78,7,7,7,7,7,7,7,5,6,7
79,7,7,7,7,7,7,7,5,6,7
80,7,7,7,7,7,7,7,6,7,7
81,7,7,7,7,7,7,7,7,6,7
82,7,7,7,7,7,7,7,7,6,7
83,7,7,7,7,7,7,7,7,6,7
84,7,7,7,7,7,7,7,7,6,7
85,7,7,7,7,7,7,7,6,7,7
86,7,7,7,7,7,7,7,6,7,7
87,7,7,7,7,6,7,7,5,6,7
88,7,7,7,7,6,7,7,5,6,7
89,7,7,7,7,6,7,7,6,7,7
90,7,7,7,7,6,7,7,6,7,7
91,7,7,6,7,6,7,7,5,7,7
92,6,7,6,7,6,6,6,4,7,6
93,6,7,6,7,6,6,6,2,7,6
94,6,7,6,7,6,6,6,1,7,6
95,6,7,6,7,6,6,6,1,7,6
96,6,7,6,7,6,6,6,1,7,6
97,6,6,6,6,6,6,6,1,6,5
98,6,6,6,6,6,6,6,2,6,6
99,6,6,6,6,6,6,6,3,6,6
100,6,6,6,6,6,6,5,2,6,5
101,6,6,6,6,5,5,5,2,6,5
102,6,6,6,6,5,6,5,3,6,5
103,6,6,6,6,6,5,4,3,6,5
104,5,5,5,5,5,5,4,4,6,5
105,5,5,5,5,5,5,3,4,6,5
106,5,5,6,5,5,5,4,4,6,5
107,5,5,5,6,5,5,3,4,5,5
108,5,5,5,6,5,5,3,3,5,5
109,5,5,5,6,5,5,4,4,6,5
110,5,5,5,6,5,5,4,4,6,5
111,5,5,5,5,5,5,3,4,6,5
112,5,5,5,5,5,5,3,4,6,5
113,5,5,5,5,5,5,3,4,6,5
114,5,5,5,6,5,5,3,3,5,5
115,5,5,5,5,5,4,3,3,5,4
116,5,5,5,6,5,5,3,3,5,5
117,5,6,6,6,5,5,3,2,4,5
118,5,5,5,5,5,5,3,3,4,4
119,5,5,5,5,4,5,3,3,5,4
120,5,5,5,5,4,5,4,2,4,4
121,5,5,5,5,4,4,3,2,3,4
122,5,5,5,5,4,4,4,2,2,4
123,5,5,5,5,4,5,4,2,2,4
124,5,5,5,5,4,4,3,2,2,4
125,4,5,5,5,4,4,3,2,3,4
126,4,5,5,5,4,4,3,2,4,4
127,4,5,5,5,4,4,4,3,4,4
128,5,5,5,5,4,5,4,4,4,5
129,4,5,5,5,4,5,5,4,5,5
130,4,4,5,5,4,4,4,3,5,4
131,4,4,4,4,4,4,4,3,4,4
132,4,4,4,4,4,3,4,4,4,4
133,4,5,5,5,4,4,4,4,5,4
134,4,5,4,5,4,4,4,4,5,4
135,4,5,5,5,4,4,5,4,5,5
136,5,5,5,5,4,5,5,4,5,5
137,5,5,5,5,4,5,5,4,5,5
138,5,5,5,5,3,4,5,4,4,4
139,5,5,5,5,3,4,5,3,4,4
140,5,5,5,5,3,4,5,2,4,4
141,5,5,5,5,3,4,5,2,4,4
142,5,5,5,5,4,5,5,2,4,4
143,5,5,5,5,4,4,5,2,4,4
144,5,5,5,5,4,5,5,2,4,4
145,5,5,5,5,4,5,5,3,4,5
146,5,5,5,5,4,5,5,3,4,5
147,4,4,4,5,4,5,5,4,4,4
148,4,4,4,4,3,4,5,4,3,4
149,4,4,4,5,4,4,4,4,3,4
150,4,5,4,5,4,5,4,3,3,4
151,4,4,4,5,4,5,5,4,3,4
152,4,4,4,5,4,5,4,4,2,4
153,4,5,4,5,4,5,4,4,2,4
154,4,4,4,4,4,5,4,5,2,4
155,4,5,4,5,4,5,4,5,3,4
156,4,5,4,5,4,5,4,5,2,4
157,4,5,4,4,4,4,4,5,2,4
158,4,4,4,4,4,4,4,5,3,4
159,4,4,4,4,4,4,4,3,2,4
160,4,4,4,4,4,4,4,2,3,4
161,4,4,4,4,3,3,4,2,3,3
162,4,4,4,4,3,3,4,2,2,3
163,3,4,4,4,3,3,3,2,2,3
164,3,3,3,3,3,3,3,2,2,3
165,3,3,3,3,3,3,3,2,2,3
166,3,3,3,3,2,2,3,2,2,3
167,3,2,3,2,2,2,2,1,1,2
168,3,2,3,2,1,2,3,1,2,2
169,3,3,3,3,0,2,2,1,1,2
170,3,3,3,3,0,1,3,0,1,2
171,3,2,3,3,0,2,2,0,1,2
172,3,2,3,3,0,2,2,1,1,2
173,3,2,3,2,1,2,2,1,1,2
174,3,2,3,2,0,2,3,1,2,2
175,3,2,3,2,1,2,3,1,3,2
176,3,2,3,2,1,2,3,1,4,2
177,3,2,3,2,1,2,4,1,4,2
178,3,1,3,1,1,1,4,1,4,2
179,2,1,3,2,1,1,4,1,4,2
180,2,1,2,1,2,1,3,1,5,2
181,2,1,2,1,2,1,3,1,5,2
182,2,1,2,1,2,1,3,1,4,2
183,1,1,2,1,1,0,2,2,4,2
184,1,1,1,1,1,1,2,4,5,2
185,1,1,1,1,1,1,2,3,5,2
186,1,0,1,0,1,0,1,3,5,1
187,1,1,1,1,1,0,1,4,5,2
188,1,1,1,1,1,0,1,4,4,2
189,1,1,1,1,2,1,0,5,5,2
190,1,1,1,1,2,1,0,5,5,2
191,1,1,1,1,2,1,0,5,5,2
192,1,2,1,2,2,1,0,5,3,2
193,2,2,2,2,2,2,1,5,3,2
194,2,2,2,2,3,2,1,6,4,3
195,2,2,3,3,3,3,2,7,5,3
196,2,2,2,2,3,3,2,6,5,3
197,3,3,3,3,3,3,2,6,5,3
198,3,3,3,4,4,4,3,6,5,4
199,3,3,3,3,4,4,3,6,4,4
200,4,4,4,4,4,4,4,6,4,4
201,4,4,4,4,4,4,4,6,3,4
202,4,4,4,4,4,4,4,6,3,4
203,4,3,4,4,5,4,4,6,4,4
204,4,3,4,4,5,5,5,6,3,4
205,4,4,4,4,5,5,5,6,4,5
206,4,4,4,4,5,5,5,6,5,5
207,4,3,4,4,5,4,5,5,4,4
208,4,4,4,4,5,5,5,5,3,4
209,4,3,4,3,5,5,5,6,2,4
210,5,4,5,4,5,5,5,5,3,5
211,5,4,5,4,5,4,5,3,3,4
212,5,4,5,4,5,4,5,3,2,4
213,5,4,5,4,5,4,5,2,0,4
214,5,4,5,4,5,4,6,1,0,4
215,6,4,5,4,5,4,6,1,0,4
216,5,4,5,4,4,4,5,0,1,4
217,5,4,5,4,3,3,5,0,0,3
218,5,4,5,4,3,3,5,0,0,3
219,5,4,5,4,3,2,5,0,0,3
220,5,4,5,4,3,3,5,0,0,3
221,5,4,5,4,3,2,5,0,0,3
222,5,4,5,4,2,2,4,0,0,3
223,5,4,5,4,3,2,4,0,0,3
224,4,4,4,4,2,2,4,1,0,3
225,4,3,4,3,3,2,4,1,0,3
226,4,3,4,3,3,2,3,1,0,3
227,3,3,4,3,3,2,2,2,0,2
228,3,3,4,3,3,2,2,3,0,3
229,3,3,4,3,3,2,2,4,0,3
230,3,3,3,3,2,2,2,5,0,3
231,3,3,3,3,2,2,1,5,0,2
232,2,2,2,3,2,1,0,3,0,2
233,2,2,2,2,2,0,0,2,0,1
234,1,2,2,3,1,1,0,2,0,1
235,1,2,1,2,1,1,0,3,0,1
236,1,2,1,2,2,0,0,4,0,1
237,1,2,1,2,1,0,0,5,0,1
238,1,2,1,2,1,0,0,3,0,1
239,0,1,1,1,1,0,0,3,0,1
240,0,1,0,2,1,0,0,4,0,1
241,0,2,0,2,2,0,0,3,0,1
242,1,2,1,2,2,0,0,2,0,1
243,1,3,1,3,2,0,0,2,0,1
244,2,3,2,3,3,1,0,4,1,2
245,1,3,1,3,3,2,1,6,1,2
246,2,3,2,3,4,2,2,6,0,3
247,2,2,2,2,4,2,1,6,0,2
248,2,2,2,2,3,2,1,5,0,2
249,2,3,1,2,3,2,1,4,3,2
250,2,3,1,2,3,2,2,6,4,3
251,2,3,2,3,4,3,2,6,5,3
252,2,3,2,3,4,3,2,6,5,3
253,2,3,2,3,4,3,2,5,5,3
254,2,2,2,2,4,3,2,6,5,3
255,2,2,2,2,4,3,2,6,5,3
256,2,3,1,2,4,3,2,6,5,3
257,2,3,2,3,4,3,2,5,4,3
258,1,3,1,2,3,2,2,5,4,3
259,2,3,2,3,4,3,2,6,4,3
260,2,3,2,3,4,3,2,7,5,3
261,2,3,2,3,4,4,2,7,2,3
262,2,3,2,3,5,4,3,7,3,4
263,2,3,2,3,5,4,3,7,3,4
264,2,4,2,4,5,3,3,6,3,4
265,2,3,2,3,4,4,3,7,3,3
266,3,4,3,4,4,3,3,7,3,4
267,3,4,3,4,4,3,3,7,2,4
268,3,4,3,4,5,3,3,7,3,4
269,4,4,4,4,5,4,4,7,4,4
270,4,4,4,4,5,4,5,7,4,5
271,4,4,4,4,5,4,5,7,4,5
272,5,4,5,4,6,5,5,7,4,5
273,5,4,5,4,5,4,5,2,5,4
274,5,4,5,4,5,4,5,1,3,4
275,5,3,4,3,5,3,5,1,2,3
276,4,2,4,2,5,4,5,3,3,4
277,5,3,4,2,5,3,5,2,2,3
278,5,3,5,3,6,4,6,3,3,4
279,5,3,4,2,5,4,6,4,1,4
280,4,3,4,2,5,4,5,4,1,4
281,4,2,4,2,5,4,5,5,1,4
282,3,2,3,2,4,4,5,5,1,3
283,3,2,3,2,4,4,5,3,2,3
284,3,2,2,1,4,3,4,2,2,3
285,3,3,2,2,4,3,5,5,2,3
286,3,3,3,2,5,4,5,6,2,4
287,4,4,3,3,5,5,5,7,3,4
288,4,4,3,4,5,5,5,7,4,5
289,4,4,4,4,5,5,5,7,4,5
290,3,4,3,4,5,5,4,7,3,4
291,4,4,3,4,5,5,4,7,4,4
292,4,4,3,4,5,5,4,6,2,4
293,4,5,4,4,5,5,4,7,2,4
294,4,5,4,5,5,6,5,7,1,5
295,5,5,4,5,5,6,5,7,1,5
296,5,5,4,5,5,6,5,7,1,5
297,5,5,4,5,5,6,5,7,0,5
298,4,5,4,5,5,5,5,6,0,4
299,4,5,4,5,4,5,4,1,0,4
300,4,5,3,4,3,4,3,0,0,3
301,4,5,3,4,3,4,3,0,0,3
302,3,5,3,4,3,3,2,0,0,3
303,3,4,2,4,3,3,2,0,0,2
304,3,4,2,4,3,2,2,0,1,2
305,2,4,2,3,2,1,1,0,1,2
306,1,3,1,3,2,0,0,0,1,1
307,0,2,0,2,0,0,0,0,1,1
308,0,2,0,1,0,0,0,0,1,0
309,0,2,0,1,0,0,0,0,3,1
310,0,1,0,1,0,0,0,0,5,1
311,0,1,0,2,0,0,0,5,6,2
312,0,1,0,2,0,0,0,7,7,2
313,0,1,0,2,0,0,0,7,7,2
314,0,1,0,1,0,0,0,6,6,2
315,0,1,0,1,0,0,0,7,6,2
316,0,1,0,1,0,0,0,6,5,1
317,0,1,0,1,0,0,0,6,5,1
318,0,0,0,1,0,0,0,3,5,1
319,0,0,0,1,0,0,0,4,5,1
320,0,0,0,1,0,0,0,4,5,1
321,0,0,0,0,0,0,0,4,5,1
322,0,0,0,0,0,0,0,4,4,1
323,0,0,0,0,0,0,0,3,3,1
324,0,0,0,0,0,0,0,5,3,1
325,0,0,0,0,0,0,0,5,3,1
326,0,0,0,1,0,0,0,6,3,1
327,0,0,0,1,0,0,0,6,4,1
328,0,0,0,0,0,0,0,7,4,1
329,0,0,0,0,0,1,0,7,5,1
330,0,0,0,0,0,2,0,7,6,2
331,0,1,0,1,1,2,0,7,6,2
332,0,1,0,1,1,3,0,7,6,2
333,0,2,0,2,2,3,0,7,6,2
334,0,2,0,2,2,3,1,7,6,3
335,0,2,0,2,2,4,1,7,6,3
336,1,3,1,3,3,4,1,6,6,3
337,1,3,1,3,3,4,2,6,6,3
338,1,2,0,2,3,3,1,6,5,3
339,1,3,1,3,3,3,1,5,6,3
340,1,3,1,3,2,3,1,3,6,3
341,1,2,1,3,2,2,1,1,5,2
342,1,3,1,3,2,2,1,1,5,2
343,2,3,2,3,2,1,1,1,4,2
344,1,3,1,3,1,1,1,1,3,2
345,1,3,1,3,1,1,1,2,3,2
346,1,2,1,3,1,1,1,3,3,2
347,1,2,1,3,1,1,1,2,2,2
348,1,2,1,2,0,1,1,2,3,1
349,1,2,1,2,0,1,0,2,4,1
350,1,2,1,2,0,1,1,3,4,2
351,1,2,1,2,0,0,0,1,2,1
352,0,1,0,1,0,0,0,1,2,1
353,0,1,0,1,0,0,0,1,1,0
354,0,0,0,0,0,0,0,3,1,0
355,0,0,0,0,0,0,0,3,3,1
356,0,0,0,0,0,0,0,2,3,1
357,0,0,0,0,0,0,0,1,3,0
358,0,0,0,0,0,0,0,0,2,0
359,0,0,0,0,0,0,0,1,3,0
360,0,0,0,0,1,0,1,2,3,1
361,0,0,0,0,0,0,0,2,2,0
362,0,0,0,0,0,0,0,1,1,0
363,0,0,0,0,0,1,1,2,2,1
364,0,0,0,0,1,1,1,3,2,1
365,1,1,1,1,2,2,1,3,3,2
366,1,1,1,1,1,1,1,3,2,1
367,1,0,1,0,2,2,1,3,2,1
368,0,0,0,0,1,1,1,2,2,1
369,0,0,0,0,1,1,1,2,2,1
370,0,0,0,0,1,1,1,1,3,1
371,0,0,0,0,1,1,1,1,1,1
372,0,0,0,0,1,1,1,0,0,0
373,0,0,0,0,0,0,1,0,0,0
374,0,0,0,0,0,0,1,0,1,0
375,0,0,0,0,0,0,1,0,2,0
376,1,0,1,0,0,0,1,0,2,1
377,1,0,1,0,0,0,1,0,1,0
378,1,0,1,0,0,0,1,0,1,0
379,1,0,1,0,0,0,1,0,1,0
380,1,0,1,0,0,0,1,0,1,0
381,2,0,2,0,0,0,2,0,1,1
382,2,1,2,1,0,0,1,0,0,1
383,2,1,2,1,0,1,1,0,1,1
384,2,1,2,1,0,0,1,0,1,1
385,2,1,2,1,0,1,2,0,1,1
386,3,2,3,2,0,1,2,0,2,2
387,2,2,3,2,0,1,2,0,1,1
388,3,2,3,2,1,1,2,0,1,2
389,3,1,3,1,1,1,2,0,2,2
390,3,2,3,2,1,1,2,0,2,2
391,3,2,3,2,1,1,2,0,1,2
392,3,2,3,3,1,1,3,0,1,2
393,3,2,3,2,1,1,2,1,1,2
394,2,1,3,1,2,1,2,1,2,2
395,2,0,3,1,2,2,2,1,1,2
396,3,1,3,1,2,2,2,2,1,2
397,3,1,3,1,3,3,3,4,1,2
398,3,1,3,1,2,3,3,5,1,2
399,2,0,2,0,2,2,3,4,1,2
400,1,0,2,0,2,2,2,3,1,1
401,1,0,1,0,2,1,2,2,0,1
402,1,0,1,0,1,1,2,1,0,1
403,1,0,1,0,1,1,1,2,0,1
404,1,0,1,0,1,1,1,3,0,1
405,1,0,1,0,1,1,1,4,0,1
406,1,0,1,0,1,1,2,3,0,1
407,1,0,1,0,1,1,2,4,0,1
408,1,0,1,0,1,1,2,3,1,1
409,1,0,1,0,2,1,2,3,1,1
410,1,0,1,0,2,1,2,4,1,1
411,2,0,2,0,2,1,2,3,2,2
412,2,1,2,1,2,2,2,4,1,2
413,3,1,3,1,2,2,2,5,2,2
414,3,1,3,1,2,2,3,5,2,2
415,3,1,3,1,3,2,3,5,3,3
416,2,1,2,1,2,2,3,5,1,2
417,2,1,2,1,3,2,2,3,2,2
418,2,1,2,1,2,2,3,4,2,2
419,2,1,2,1,3,3,3,2,2,2
420,2,1,2,1,3,3,3,2,3,2
421,2,1,2,1,2,2,3,1,3,2
422,2,1,2,1,2,2,3,1,2,2
423,2,1,2,1,2,3,4,1,1,2
424,2,1,2,0,3,3,3,2,2,2
425,2,1,2,0,3,2,3,1,1,2
426,2,1,2,0,2,2,4,1,2,2
427,2,1,2,1,3,3,4,1,2,2
428,3,2,3,2,3,3,4,1,3,3
429,3,2,3,1,2,3,4,1,3,2
430,3,3,4,3,2,3,4,1,1,3
431,3,3,4,3,2,3,4,1,1,3
432,3,3,4,3,2,3,4,2,0,3
433,4,3,4,3,2,3,4,3,0,3
434,4,3,4,3,2,3,4,2,1,3
435,3,2,3,2,2,3,4,0,0,2
436,1,0,1,0,1,2,4,0,0,1
437,1,0,1,0,2,3,4,0,0,1
438,1,0,1,0,2,3,3,0,0,1
439,2,2,2,2,2,3,3,0,0,2
440,2,2,2,2,2,3,3,1,0,2
441,1,2,1,1,2,3,2,1,2,2
442,0,1,0,0,2,2,2,1,4,1
443,0,1,0,0,1,2,1,1,4,1
444,0,1,0,0,1,2,1,2,5,1
445,0,0,0,0,1,1,0,3,5,1
446,0,0,0,0,1,1,1,4,3,1
447,0,1,0,1,2,2,0,6,5,2
448,2,4,2,4,2,3,1,7,7,4
449,3,5,3,5,3,4,1,7,7,4
450,3,5,3,5,3,5,1,7,7,4
451,2,4,2,3,3,5,1,7,7,4
452,3,4,2,3,4,5,2,7,7,4
453,4,4,3,4,5,6,3,7,7,5
454,5,5,4,5,5,7,5,7,7,6
455,5,5,5,5,6,7,6,7,7,6
456,6,6,5,5,6,7,6,7,7,6
457,6,6,6,6,6,7,7,7,7,6
458,6,7,6,6,7,7,7,7,7,7
459,7,7,6,6,7,7,7,7,7,7
460,7,7,6,7,7,7,7,7,7,7
461,7,7,7,7,7,7,7,7,7,7
462,7,7,7,7,7,7,7,7,7,7
463,7,7,7,7,7,7,7,7,7,7
464,7,7,7,7,7,7,7,7,7,7
465,7,7,7,7,7,7,7,7,7,7
466,7,7,7,7,7,7,7,7,7,7
467,7,7,7,7,7,7,7,7,5,7
468,7,7,7,7,7,7,7,6,2,6
